13	2	16	18	18	20	12	22	5	15	21	5	4	17	20	1	14	8	4	10	4	7	19	7	12	11	10	14	6	22	16	10
1	16	17	17	19	12	21	5	16	22	5	3	18	19	2	13	7	4	9	4	7	19	7	11	12	9	13	5	21	15	10	14
2	15	18	18	20	11	22	6	15	21	6	4	17	20	1	14	8	3	10	3	8	20	8	12	11	10	14	6	22	16	9	13
15	17	17	19	12	21	5	16	22	6	3	18	20	2	13	7	3	9	4	8	19	8	11	12	10	13	5	21	15	10	14	1
16	18	18	20	11	22	6	15	21	5	4	17	19	1	14	8	4	10	3	7	20	7	12	11	9	14	6	22	16	9	13	2
17	18	19	12	21	5	16	22	6	3	18	20	2	13	7	3	9	4	8	19	8	11	11	9	13	5	21	15	10	14	1	15
18	17	20	11	22	6	15	21	5	4	17	19	1	14	8	4	10	3	7	20	7	12	12	10	14	6	22	16	9	13	2	16
17	20	12	21	5	16	22	5	3	18	19	2	13	7	3	9	4	8	20	8	11	12	10	13	5	21	15	10	14	1	15	17
18	19	11	22	6	15	21	6	4	17	20	1	14	8	4	10	3	7	19	7	12	11	9	14	6	22	16	9	13	2	16	18
20	12	21	6	16	22	5	3	18	19	2	13	7	3	9	4	8	20	8	12	12	10	13	5	21	15	9	14	1	15	17	17
19	11	22	5	15	21	6	4	17	20	1	14	8	4	10	3	7	19	7	11	11	9	14	6	22	16	10	13	2	16	18	18
12	21	6	16	21	6	3	18	20	2	13	7	3	9	4	7	19	8	12	12	10	13	6	21	15	9	14	1	16	17	18	19
11	22	5	15	22	5	4	17	19	1	14	8	4	10	3	8	20	7	11	11	9	14	5	22	16	10	13	2	15	18	17	20
21	5	16	21	6	3	18	19	2	13	7	3	9	4	7	20	8	12	12	9	13	6	21	15	10	14	1	16	17	18	19	12
22	6	15	22	5	4	17	20	1	14	8	4	10	3	8	19	7	11	11	10	14	5	22	16	9	13	2	15	18	17	20	11
6	16	22	6	3	18	20	2	14	7	3	10	3	8	20	8	12	12	10	13	5	21	15	9	14	1	15	17	18	19	12	21
5	15	21	5	4	17	19	1	13	8	4	9	4	7	19	7	11	11	9	14	6	22	16	10	13	2	16	18	17	20	11	22
16	22	6	3	18	19	1	14	7	3	10	3	8	20	8	11	12	9	13	5	21	15	10	14	2	15	18	18	19	12	21	5
15	21	5	4	17	20	2	13	8	4	9	4	7	19	7	12	11	10	14	6	22	16	9	13	1	16	17	17	20	11	22	6
21	6	3	17	20	2	14	7	3	9	4	7	20	8	12	12	9	13	6	22	15	10	14	1	16	17	18	19	12	22	5	16
22	5	4	18	19	1	13	8	4	10	3	8	19	7	11	11	10	14	5	21	16	9	13	2	15	18	17	20	11	21	6	15
6	3	17	20	1	14	7	3	9	4	7	20	8	11	12	9	13	6	22	15	10	14	2	16	17	18	19	12	22	5	16	22
5	4	18	19	2	13	8	4	10	3	8	19	7	12	11	10	14	5	21	16	9	13	1	15	18	17	20	11	21	6	15	21
3	18	20	1	14	7	4	9	4	7	19	7	11	11	9	13	6	22	15	9	14	2	16	17	18	19	12	21	6	16	21	6
4	17	19	2	13	8	3	10	3	8	20	8	12	12	10	14	5	21	16	10	13	1	15	18	17	20	11	22	5	15	22	5
18	20	1	14	8	3	10	3	8	20	8	12	11	10	13	5	22	15	10	14	2	15	17	18	19	12	21	5	16	22	6	3
17	19	2	13	7	4	9	4	7	19	7	11	12	9	14	6	21	16	9	13	1	16	18	17	20	11	22	6	15	21	5	4
20	1	14	7	3	10	4	8	20	8	11	12	10	13	5	22	15	9	14	2	15	17	18	19	12	21	6	16	22	6	4	18
19	2	13	8	4	9	3	7	19	7	12	11	9	14	6	21	16	10	13	1	16	18	17	20	11	22	5	15	21	5	3	17
1	14	8	3	9	4	7	19	8	12	12	10	13	6	22	15	9	14	2	16	17	17	20	12	21	6	16	22	6	4	18	20
2	13	7	4	10	3	8	20	7	11	11	9	14	5	21	16	10	13	1	15	18	18	19	11	22	5	15	21	5	3	17	19
14	7	3	10	4	8	20	8	12	12	10	13	5	22	16	9	14	2	15	17	18	19	12	21	6	16	21	6	4	18	20	1
13	8	4	9	3	7	19	7	11	11	9	14	6	21	15	10	13	1	16	18	17	20	11	22	5	15	22	5	3	17	19	2
8	3	9	3	8	20	8	12	12	10	13	6	22	15	9	14	2	16	17	18	19	12	21	6	16	22	6	3	18	20	1	14
7	4	10	4	7	19	7	11	11	9	14	5	21	16	10	13	1	15	18	17	20	11	22	5	15	21	5	4	17	19	2	13
3	10	4	8	20	8	12	12	10	13	5	22	15	10	14	2	15	17	18	19	12	21	6	16	22	6	3	18	20	1	14	8
4	9	3	7	19	7	11	11	9	14	6	21	16	9	13	1	16	18	17	20	11	22	5	15	21	5	4	17	19	2	13	7
